category,category_name,vendor_number,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail
1011200,STRAIGHT BOURBON WHISKIES,55,903635,Kentucky Tavern Bourbon,12,750,4.14,6.21
1081030,COFFEE LIQUEURS,55,967706,Sabroso,12,750,4.68,7.02
1081700,DISTILLED SPIRITS SPECIALTY,55,903621,Meukow Vs Vanilla,12,750,16.66,24.99
1041200,AMERICAN SLOE GINS,55,902046,Mr Boston Sloe Gin,12,1000,5.6,8.4
1081380,MISCELLANEOUS SCHNAPPS,55,984161,99 Blackberries Mini,12,50,3.3,4.95
1041100,AMERICAN DRY GINS,55,930051,Fleischmann's Gin Mini,10,600,6.0,9.0
1081300,PEPPERMINT SCHNAPPS,55,973981,Di Amore Amaretto Mini,10,600,5.95,8.93
1041200,AMERICAN SLOE GINS,55,902977,Mr Boston Sloe Gin,12,750,4.38,6.57
1031100,100 PROOF VODKA,55,936503,Coulson's Vodka PET,24,375,1.67,2.51
1012100,CANADIAN WHISKIES,55,911668,Barton Canadian Whiskey,6,1750,8.92,13.38
1081400,TRIPLE SEC,55,984154,99 Cherries Mini,10,600,5.94,8.91
1081380,MISCELLANEOUS SCHNAPPS,55,984161,99 Blackberries Mini,12,500,3.3,4.95
1081380,MISCELLANEOUS SCHNAPPS,55,984160,99 Apples Mini Display,12,50,3.3,4.95
1031200,VODKA FLAVORED,55,939932,Wave Tiki Vodka Mini,10,600,6.0,9.0
1081300,PEPPERMINT SCHNAPPS,55,981176,Mr. Boston Peppermint Schnapps,12,750,2.94,4.41
1051010,AMERICAN GRAPE BRANDIES,55,903825,Mr Boston 5 Star Brandy,12,1000,5.61,8.42
1052010,IMPORTED GRAPE BRANDIES,55,902985,Meukow Vs,12,750,16.66,24.99
1031200,VODKA FLAVORED,55,941282,Wave Blue Raspberry Mini,10,600,6.0,9.0
1081380,MISCELLANEOUS SCHNAPPS,55,984399,99 Whipped,12,750,7.8,11.7
1081370,WATERMELON SCHNAPPS,55,984393,99 Watermelon Mini,12,500,4.96,7.44
1011200,STRAIGHT BOURBON WHISKIES,55,902859,Kentucky Gentleman Bourbon,12,1000,4.49,6.74
1081380,MISCELLANEOUS SCHNAPPS,55,984160,99 Apples Mini Display,12,500,3.3,4.95
1031200,VODKA FLAVORED,55,940585,Wave Chocolate Pretzel Vodka Mini,10,600,6.0,9.0
1031200,VODKA FLAVORED,55,940791,Wave Baja Mini,10,600,6.0,9.0
1012200,SCOTCH WHISKIES,55,904690,Lauder''s Scotch Mini,10,600,5.96,8.94
1011100,BLENDED WHISKIES,55,923701,Fleischmann's Preferred Whiskey Mini,10,600,6.0,9.0
1031200,VODKA FLAVORED,55,940451,Naked Jay Gooey Buns Vodka Mini,10,600,6.0,9.0
1031200,VODKA FLAVORED,55,941421,Wave Cherry Vodka,10,600,6.0,9.0
1081330,PEACH SCHNAPPS,65,82847,Dekuyper Peachtree,12,1000,7.62,11.43
1701100,DECANTERS & SPECIALTY PACKAGES,65,434,Jim Beam White w/2 Glasses,6,750,10.49,15.74
1081315,CINNAMON SCHNAPPS,65,82610,Dekuyper Hot Damn!,12,1000,7.62,11.43
1081400,TRIPLE SEC,65,86112,Dekuyper Triple Sec,12,1000,2.22,3.33
1081370,WATERMELON SCHNAPPS,65,82867,Dekuyper Watermelon Pucker,12,1000,7.87,11.81
1081370,WATERMELON SCHNAPPS,65,82867,Dekuyper Watermelon Pucker,12,1000,7.62,11.43
1081305,APPLE SCHNAPPS,65,82607,Dekuyper Sour Apple,12,1000,7.62,11.43
1081330,PEACH SCHNAPPS,65,82847,Dekuyper Peachtree,12,1000,7.87,11.81
1081380,MISCELLANEOUS SCHNAPPS,65,73517,Dekuyper Cactus Juice,12,1000,7.62,11.43
1701100,DECANTERS & SPECIALTY PACKAGES,65,456,Knob Creek w/2-50mls,6,850,20.99,31.49
1081317,GRAPE SCHNAPPS,65,82637,Dekuyper Grape Pucker,12,1000,7.62,11.43
1081380,MISCELLANEOUS SCHNAPPS,65,73517,Dekuyper Cactus Juice,12,1000,7.87,11.81
1081330,PEACH SCHNAPPS,65,82844,Dekuyper Peachtree Schnapps,24,375,3.07,4.61
1081305,APPLE SCHNAPPS,65,82607,Dekuyper Sour Apple,12,1000,7.87,11.81
1081400,TRIPLE SEC,65,86112,Dekuyper Triple Sec,12,1000,2.33,3.5
1701100,DECANTERS & SPECIALTY PACKAGES,65,456,Knob Creek w/2-50mls,6,850,20.47,30.71
1081317,GRAPE SCHNAPPS,65,82637,Dekuyper Grape Pucker,12,1000,7.87,11.81
1081315,CINNAMON SCHNAPPS,65,82613,Dekuyper Hot Damn!,24,375,3.07,4.61
1081380,MISCELLANEOUS SCHNAPPS,65,82627,Dekuyper Cherry Pucker,12,1000,7.62,11.43
1081030,COFFEE LIQUEURS,65,67557,Kamora Coffee Liqueur,12,1000,8.39,12.59
1081340,ROOT BEER SCHNAPPS,65,82827,Dekuyper Rootbeer,12,1000,7.62,11.43
1701100,DECANTERS & SPECIALTY PACKAGES,65,554,Cruzan Aged Light w/ Mason Jar Dispenser,6,750,6.83,10.25
1701100,DECANTERS & SPECIALTY PACKAGES,65,19082,Jim Beam Operation Homefront,6,1750,18.37,27.56
1081305,APPLE SCHNAPPS,65,82606,Dekuyper Sour Apple Pucker,12,750,6.3,9.45
1051150,MISCELLANEOUS  BRANDIES,65,956366,Dekuyper Coffee Brandy,12,750,4.66,6.99
1081305,APPLE SCHNAPPS,65,82604,Dekuyper Sour Apple Pucker,24,375,3.07,4.61
1081315,CINNAMON SCHNAPPS,65,82881,Dekuyper Hot Damn! 100 Proof,12,750,6.77,10.16
1701100,DECANTERS & SPECIALTY PACKAGES,65,100017,Hornitos Reposado w/ Hornitos Plata 200ml,6,3900,22.04,33.06
1701100,DECANTERS & SPECIALTY PACKAGES,65,4119,Pinnacle w/3-50mls,6,900,7.35,11.03
1052100,,65,47790,Courvoisier Vs Cognac,24,200,4.98,7.47
1081312,BUTTERSCOTCH SCHNAPPS,65,82787,Dekuyper Buttershots,12,1000,7.62,11.43
1701100,DECANTERS & SPECIALTY PACKAGES,65,457,Maker's Mark Co-Pack,6,750,20.99,31.49
1081315,CINNAMON SCHNAPPS,65,82610,Dekuyper Hot Damn!,12,1000,7.87,11.81
1081330,PEACH SCHNAPPS,65,82849,Dekuyper Peachtree Schnapps Pet,6,1750,11.54,17.31
1012300,IRISH WHISKIES,65,15739,2 Gingers,12,750,12.07,18.11
1081030,COFFEE LIQUEURS,65,67556,Kamora Coffee Liqueur,12,750,6.3,9.45
1081312,BUTTERSCOTCH SCHNAPPS,65,82787,Dekuyper Buttershots,12,1000,7.87,11.81
1012300,IRISH WHISKIES,65,15739,2 Gingers,12,750,11.07,17.11
1081370,WATERMELON SCHNAPPS,65,82866,Dekuyper Watermelon Pucker,12,750,6.3,9.45
1081355,STRAWBERRY SCHNAPPS,65,82820,Dekuyper Strawberry Pucker,12,750,6.3,9.45
1081330,PEACH SCHNAPPS,65,82846,Dekuyper Luscious Peachtree Schnapps,12,750,6.3,9.45
1081317,GRAPE SCHNAPPS,65,82636,Dekuyper Grape Pucker Schnapps,12,750,6.3,9.45
1012210,SINGLE MALT SCOTCH,65,5596,Mcclelland Highland,12,750,14.17,21.26
1081380,MISCELLANEOUS SCHNAPPS,65,82626,Dekuyper Cherry Pucker Schnapps,12,750,6.3,9.45
1081335,RASPBERRY SCHNAPPS,65,73456,Dekuyper Luscious Razzmatazz,12,750,6.3,9.45
1011500,STRAIGHT RYE WHISKIES,65,27056,Jim Beam Rye,12,750,12.07,18.11
1081312,BUTTERSCOTCH SCHNAPPS,65,82786,Dekuyper Buttershots Schnapps,12,750,6.3,9.45
1081340,ROOT BEER SCHNAPPS,65,82826,Dekuyper Ragin' Root Beer Schnapps,12,750,6.3,9.45
1051110,BLACKBERRY BRANDIES,65,54706,Dekuyper Blackberry Brandy,12,750,4.45,6.68
1012300,IRISH WHISKIES,65,5446,Laphroaig 10 Yr Single Malt Scotch,12,750,22.91,34.37
1011500,STRAIGHT RYE WHISKIES,65,27048,Knob Creek Rye,6,750,20.99,31.49
1081400,TRIPLE SEC,65,82606,Dekuyper Sour Apple Pucker,12,750,6.3,9.45
1081315,CINNAMON SCHNAPPS,65,82611,Dekuyper Hot Damn!,12,750,6.3,9.45
1081315,CINNAMON SCHNAPPS,65,71446,After Shock Cinnamon Liqueur,12,750,11.54,17.31
1011600,CORN WHISKIES,65,27056,Jim Beam Rye,12,750,14.69,22.04
1062500,,65,944565,Cruzan Passion Fruit,12,750,6.83,10.25
1081305,APPLE SCHNAPPS,65,82605,Dekuyper Sour Apple Pucker Traveler,12,750,6.3,9.45
1012210,SINGLE MALT SCOTCH,65,5596,Mcclelland Highland,12,750,13.01,19.52
1081330,PEACH SCHNAPPS,65,82840,Dekuyper Peachtree Schnapps Traveler,12,750,6.3,9.45
1081312,BUTTERSCOTCH SCHNAPPS,65,82780,Dekuyper Buttershots Schnapps Traveler,12,750,6.3,9.45
1081335,RASPBERRY SCHNAPPS,65,82836,Dekuyper Raspberry Pucker,12,750,6.3,9.45
1011500,STRAIGHT RYE WHISKIES,65,16416,Old Grand-Dad 100 Prf Bond Bourbon 4 Yr,12,750,11.54,17.31
1081315,CINNAMON SCHNAPPS,65,82612,Dekuyper Hot Damn! Traveler,12,750,6.3,9.45
1011400,BOTTLED IN BOND BOURBON,65,16416,Old Grand-Dad 100 Prf Bond Bourbon 4 Yr,12,750,10.49,15.74
1011500,STRAIGHT RYE WHISKIES,65,27066,Old Overholt Rye,12,750,11.54,17.31
1051110,BLACKBERRY BRANDIES,65,54706,Dekuyper Blackberry Brandy,12,750,4.2,6.3
1022200,,65,88548,Hornitos Plata,12,750,14.17,21.26
1052100,,65,47786,Courvoisier Vs Cognac,12,750,16.79,25.19
1012210,SINGLE MALT SCOTCH,65,5606,McClelland Islay,12,750,13.01,19.52
1012210,SINGLE MALT SCOTCH,65,5596,Mcclelland Highland,12,750,15.74,23.61
1012210,SINGLE MALT SCOTCH,65,5446,Laphroaig 10 Yr Single Malt Scotch,12,750,26.24,39.36
1012300,IRISH WHISKIES,65,15739,2 Gingers,12,750,12.59,18.89
1701100,DECANTERS & SPECIALTY PACKAGES,65,173,Laphroaig w/ Whiskey Stones,12,750,19.58,29.37
1011400,BOTTLED IN BOND BOURBON,65,16416,Old Grand-Dad 100 Prf Bond Bourbon 4 Yr,12,750,11.54,17.31
1011250,SINGLE BARREL BOURBON WHISKIES,65,19235,Knob Creek Single Barrel Reserve,6,750,26.24,39.36
1011500,STRAIGHT RYE WHISKIES,65,27056,Jim Beam Rye,12,750,13.12,19.68
1011500,STRAIGHT RYE WHISKIES,65,27048,Knob Creek Rye,6,750,22.04,33.06
1022200,,65,89617,Sauza Cien Anos Reposado,12,750,10.49,15.74
1081312,BUTTERSCOTCH SCHNAPPS,65,982784,DeKuyper Buttershots,24,375,3.07,4.61
1701100,DECANTERS & SPECIALTY PACKAGES,65,36409,Effen Football Sleeve,6,750,18.89,28.34
1011250,SINGLE BARREL BOURBON WHISKIES,65,19116,Jim Beam Single Barrel,6,750,19.41,29.12
1081210,CREME DE ALMOND,65,903601,Dekuyper Creme De Almond,12,750,5.25,7.88
1701100,DECANTERS & SPECIALTY PACKAGES,65,553,Cruzan Coconut w/ Mason Jar Dispenser,6,750,6.83,10.25
1701100,DECANTERS & SPECIALTY PACKAGES,65,808,2 Gingers w/2 Glasses,6,750,12.07,18.11
1701100,DECANTERS & SPECIALTY PACKAGES,65,789,Canadian Club w/Glass,6,750,7.88,11.82
1012300,IRISH WHISKIES,65,902312,Kilbeggan Irish Whisky,12,750,13.12,19.68
1701100,DECANTERS & SPECIALTY PACKAGES,65,403,Jim Beam w/ Barbecue Sauce,6,750,9.7,14.95
1011250,SINGLE BARREL BOURBON WHISKIES,65,19235,Knob Creek Single Barrel Reserve,6,750,24.67,37.01
1011250,SINGLE BARREL BOURBON WHISKIES,65,19235,Knob Creek Single Barrel Reserve,6,750,27.29,40.94
1012210,SINGLE MALT SCOTCH,65,5439,Laphroaig 15 YR,6,750,41.99,62.99
1701100,DECANTERS & SPECIALTY PACKAGES,65,447,Knob Creek w/Glasses,6,750,20.99,31.49
1701100,DECANTERS & SPECIALTY PACKAGES,65,168,Pinnacle Peach w/ Punch Dispenser,6,750,7.35,11.03
1012210,SINGLE MALT SCOTCH,65,905443,Laphroaig Triple Wood HA,6,750,39.36,59.04
1701100,DECANTERS & SPECIALTY PACKAGES,65,403,Jim Beam w/ Barbecue Sauce,6,750,10.49,15.74
1701100,DECANTERS & SPECIALTY PACKAGES,65,401,Basil Hayden w/ Shaker,6,750,22.57,33.86
1012210,SINGLE MALT SCOTCH,65,4636,Bowmore 12 Yr Single Malt Scotch,6,750,26.24,39.36
1012210,SINGLE MALT SCOTCH,65,4636,Bowmore 12 Yr Single Malt Scotch,6,750,24.91,37.37
1012300,IRISH WHISKIES,65,995206,Glen Garioch Virgin Oak HA,6,750,68.23,102.35
1012210,SINGLE MALT SCOTCH,65,4636,Bowmore 12 Yr Single Malt Scotch,6,750,27.29,40.94
1701100,DECANTERS & SPECIALTY PACKAGES,65,2393,Courvoisier VS w/2 Glasses,6,750,15.75,23.63
1081315,CINNAMON SCHNAPPS,65,82618,Dekuyper Hot Damn! Pet,6,1750,11.54,17.31
1081305,APPLE SCHNAPPS,65,82600,Dekuyper Sour Apple Pucker Pet,6,1750,11.54,17.31
1052100,,65,47785,Courvoisier Vs Coganc,12,375,8.39,12.59
1081340,ROOT BEER SCHNAPPS,65,82827,Dekuyper Rootbeer,12,1000,7.87,11.81
1081365,TROPICAL FRUIT SCHNAPPS,65,82857,Dekuyper Island Punch Pucker,12,1000,7.62,11.43
1081380,MISCELLANEOUS SCHNAPPS,65,82898,Dekuyper Mixed Berry Medley,12,1000,7.87,11.81
1081380,MISCELLANEOUS SCHNAPPS,65,82898,Dekuyper Mixed Berry Medley,12,1000,7.62,11.43
1081380,MISCELLANEOUS SCHNAPPS,65,82627,Dekuyper Cherry Pucker,12,1000,7.87,11.81
1031110,LOW PROOF VODKA,65,40570,Skinnygirl Bare Naked,12,750,10.49,15.74
1081335,RASPBERRY SCHNAPPS,65,82837,Dekuyper Raspberry Pucker,12,1000,7.62,11.43
1011500,STRAIGHT RYE WHISKIES,65,16416,Old Grand-Dad 100 Prf Bond Bourbon 4 Yr,12,750,13.12,19.68
1011500,STRAIGHT RYE WHISKIES,65,27056,Jim Beam Rye,12,750,14.69,22.04
1081335,RASPBERRY SCHNAPPS,65,82837,Dekuyper Raspberry Pucker,12,1000,7.87,11.81
1022200,,65,89837,Hornitos Gold,12,1000,17.32,25.98
1011400,BOTTLED IN BOND BOURBON,65,16196,Jim Beam Bonded,12,750,14.17,21.26
1012210,SINGLE MALT SCOTCH,65,5446,Laphroaig 10 Yr Single Malt Scotch,12,750,21.24,34.36
1081365,TROPICAL FRUIT SCHNAPPS,65,82857,Dekuyper Island Punch Pucker,12,1000,7.87,11.81
1012300,IRISH WHISKIES,65,15737,2 Gingers Mini,1,4800,45.12,67.68
1012300,IRISH WHISKIES,65,15737,2 Gingers Mini,1,4800,71.04,106.56
1081380,MISCELLANEOUS SCHNAPPS,65,902597,Dekuyper Blueberry Blast,12,1000,7.87,11.81
1081380,MISCELLANEOUS SCHNAPPS,65,982757,DeKuyper Cranberry Crush,12,1000,7.62,11.43
1051110,BLACKBERRY BRANDIES,65,902938,Leroux Blackberry Brandy,12,1000,6.29,9.44
1081010,AMERICAN AMARETTO,65,903185,Dekuyper Amaretto,12,1000,7.62,11.43
1052100,,65,951721,Terry Centenario,12,1000,12.6,18.9
,,65,237,Knob Creek w/ Crystal Decanter,3,1750,35.55,53.34
1011400,BOTTLED IN BOND BOURBON,65,16416,Old Grand-Dad 100 Prf Bond Bourbon 4 Yr,12,750,9.97,14.96
1011250,SINGLE BARREL BOURBON WHISKIES,65,19116,Jim Beam Single Barrel,6,750,18.37,27.56
1022200,,65,89836,Hornitos Gold,12,750,14.17,21.26
1052100,,65,47776,Courvoisier Vsop Cognac,12,750,20.99,31.49
1022200,,65,65238,Hornitos Spiced Honey,12,750,14.17,21.26
1022200,,65,89846,Tres Generaciones Anejo,6,750,21.0,31.5
1011500,STRAIGHT RYE WHISKIES,65,27056,Jim Beam Rye,12,750,11.03,16.55
1011600,CORN WHISKIES,65,27066,Old Overholt Rye,12,750,11.54,17.31
1011500,STRAIGHT RYE WHISKIES,65,16196,Jim Beam Bonded,12,750,14.17,21.26
1081315,CINNAMON SCHNAPPS,65,71441,After Shock Cinnamon Liqueur Mini,12,500,15.83,23.75
1012210,SINGLE MALT SCOTCH,65,903043,Bowmore Darkest 15YR,6,750,39.89,59.84
1022100,TEQUILA,65,88556,Sauza Blanco Silver,12,750,9.45,14.18
1022100,TEQUILA,65,88556,Sauza Blanco Silver,12,750,8.45,13.18
1022100,TEQUILA,65,89836,Hornitos Gold,12,750,14.17,21.26
1022100,TEQUILA,65,89786,Sauza Gold,12,750,9.45,14.18
1022100,TEQUILA,65,89788,Sauza Gold,6,1750,18.89,28.34
1022100,TEQUILA,65,89837,Hornitos Gold,12,1000,16.79,25.19
1022100,TEQUILA,65,89617,Sauza Cien Anos Reposado,12,750,10.49,15.74
1022100,TEQUILA,65,89837,Hornitos Gold,12,1000,17.32,25.98
1022100,TEQUILA,65,88536,Sauza Blue Silver,12,750,11.02,16.53
1022100,TEQUILA,65,89836,Hornitos Gold,12,750,13.64,20.46
1022100,TEQUILA,65,89786,Sauza Gold,12,750,8.45,13.18
1022100,TEQUILA,65,88548,Hornitos Plata,12,750,13.64,20.46
1022100,TEQUILA,65,88841,Hornitos Black Barrel,12,750,15.74,23.61
1022100,TEQUILA,65,89796,Sauza Conmemorativo,12,750,14.17,21.26
1022100,TEQUILA,65,89617,Sauza Cien Anos Reposado,12,750,10.0,15.0
1022100,TEQUILA,65,88540,Hornitos Lime Shot,12,750,13.64,20.46
1022100,TEQUILA,65,88540,Hornitos Lime Shot,12,750,14.17,21.26
1022100,TEQUILA,65,88548,Hornitos Plata,12,750,14.17,21.26
1022100,TEQUILA,65,65238,Hornitos Spiced Honey,12,750,13.64,20.46
1022100,TEQUILA,65,89786,Sauza Gold,12,750,8.93,13.4
1022100,TEQUILA,65,89802,Sauza Blue Reposado,12,750,11.02,16.53
1022100,TEQUILA,65,88536,Sauza Blue Silver,12,750,10.5,15.75
1022100,TEQUILA,65,88548,Hornitos Plata,12,750,13.12,19.68
1022100,TEQUILA,65,88556,Sauza Blanco Silver,12,750,8.93,13.4
1022100,TEQUILA,65,66671,Sauza Cucumber Chili,12,750,9.45,14.18
1022100,TEQUILA,65,88549,Hornitos Plata,24,375,7.4,11.1
1022100,TEQUILA,65,88152,Sauza 901 Silver,6,750,15.74,23.61
1022100,TEQUILA,65,902828,Sauza Tres Generaciones Plata,6,750,18.37,27.56
1022100,TEQUILA,65,902419,El Tesoro Platinum Tequila,6,750,26.24,39.36
1022100,TEQUILA,65,89846,Tres Generaciones Anejo,6,750,21.0,31.5
1022100,TEQUILA,65,88152,Sauza 901 Silver,6,750,13.12,19.68
1022100,TEQUILA,65,89787,Sauza Gold,12,1000,11.55,17.33
1022100,TEQUILA,65,89841,Sauza Hornitos Anejo,12,750,15.22,22.83
1022100,TEQUILA,65,65238,Hornitos Spiced Honey,12,750,14.17,21.26
1022100,TEQUILA,65,89802,Sauza Blue Reposado,12,750,10.5,15.75
1022100,TEQUILA,65,89836,Hornitos Gold,12,750,13.12,19.68
1022100,TEQUILA,65,88540,Hornitos Lime Shot,12,750,13.12,19.68
1022100,TEQUILA,65,89788,Sauza Gold,6,1750,18.37,27.56
1022100,TEQUILA,65,89837,Hornitos Gold,12,1000,15.74,23.61
1062310,SPICED RUM,65,44308,Calico Jack,6,1750,9.71,14.57
1062310,SPICED RUM,65,44306,Calico Jack Spiced,12,750,5.78,8.67
1062310,SPICED RUM,65,44308,Calico Jack Spiced Rum,6,1750,9.71,14.57
1062310,SPICED RUM,65,44292,Calico Jack Black Spiced,12,750,7.87,11.81
1062300,FLAVORED RUM,65,44350,Calico Jack Cherry,12,750,6.3,9.45
1062300,FLAVORED RUM,65,44476,Cruzan Coconut Rum,12,750,6.83,10.25
1062300,FLAVORED RUM,65,44499,Cruzan Mango Rum,12,750,6.83,10.25
1062300,FLAVORED RUM,65,44428,Cruzan Blueberry Lemonade,12,750,6.83,10.25
1062300,FLAVORED RUM,65,44419,Cruzan Black Cherry Rum,12,750,6.83,10.25
1062300,FLAVORED RUM,65,44456,Cruzan Raspberry Rum,12,750,6.83,10.25
1062300,FLAVORED RUM,65,44520,Cruzan Vanilla Rum,12,750,6.83,10.25
1062300,FLAVORED RUM,65,44557,Cruzan Strawberry Rum,12,750,6.83,10.25
1062300,FLAVORED RUM,65,44419,Cruzan Black Cherry Rum,12,750,6.33,9.75
1062300,FLAVORED RUM,65,44557,Cruzan Strawberry Rum,12,750,6.33,9.75
1062300,FLAVORED RUM,65,44565,Cruzan Passion Fruit,12,750,6.83,10.25
1062300,FLAVORED RUM,65,44428,Cruzan Blueberry Lemonade,12,750,6.33,9.75
1062300,FLAVORED RUM,65,44520,Cruzan Vanilla Rum,12,750,6.33,9.75
1062300,FLAVORED RUM,65,44476,Cruzan Coconut Rum,12,750,6.33,9.75
1062300,FLAVORED RUM,65,44568,Cruzan Peach,12,750,6.83,10.25
1062300,FLAVORED RUM,65,44456,Cruzan Raspberry Rum,12,750,6.33,9.75
1062300,FLAVORED RUM,65,904777,Cruzan Guava Rum,12,750,6.83,10.25
1062300,FLAVORED RUM,65,902848,Dekuyper Tropical Coconut,12,1000,7.62,11.43
1062300,FLAVORED RUM,65,902810,Cruzan Pineapple Rum,12,1000,8.4,12.6
1062300,FLAVORED RUM,65,944561,Cruzan Key Lime,12,750,6.83,10.25
1062300,FLAVORED RUM,65,904937,Cruzan Pineapple Rum,12,750,6.83,10.25
1062300,FLAVORED RUM,65,44499,Cruzan Mango Rum,12,750,6.33,9.75
1081200,CREAM LIQUEURS,65,73435,Cruzan Velvet Cinn,12,750,10.49,15.74
1032080,IMPORTED VODKA,65,34578,Pinnacle Vodka,6,1750,12.59,18.89
1032080,IMPORTED VODKA,65,34579,Pinnacle Vodka,12,750,7.35,11.03
1032080,IMPORTED VODKA,65,34578,Pinnacle Vodka,6,1750,12.08,18.12
1032080,IMPORTED VODKA,65,34188,Effen Vodka,6,750,14.17,21.26
1032080,IMPORTED VODKA,65,34188,Effen Vodka,6,750,13.64,20.46
1032080,IMPORTED VODKA,65,34579,Pinnacle Vodka,12,750,6.35,10.03
1032080,IMPORTED VODKA,65,936165,Pinnacle Salted Caramel,12,750,7.87,11.81
1032080,IMPORTED VODKA,65,904089,Vox Vodka,6,750,13.64,20.46
1032080,IMPORTED VODKA,65,35242,Pinnacle,12,1000,9.45,14.18
1032080,IMPORTED VODKA,65,34188,Effen Vodka,6,750,13.12,19.68
1032080,IMPORTED VODKA,65,33597,Pinnacle Vodka,48,200,2.37,3.56
1032080,IMPORTED VODKA,65,34300,Effen Vodka,12,375,7.61,11.42
1031200,VODKA FLAVORED,65,40574,Skinnygirl Cucumber,12,750,10.49,15.74
1031200,VODKA FLAVORED,65,935873,Pinnacle Red Liquorice,12,750,7.88,11.82
1012200,SCOTCH WHISKIES,65,902841,Teachers Highland Cream Scotch,12,750,11.02,16.53
1012200,SCOTCH WHISKIES,65,902841,Teachers Highland Cream Scotch,12,750,10.49,15.74
1012200,SCOTCH WHISKIES,65,916002,Hakushu 12YR HA,12,750,44.62,66.93
1012200,SCOTCH WHISKIES,65,995606,McClellands Islay,12,750,15.74,23.61
1012200,SCOTCH WHISKIES,65,916002,Hakushu 12YR HA,12,750,52.49,78.74
1012200,SCOTCH WHISKIES,65,4125,Ardmore Legacy,6,750,20.99,31.49
1012200,SCOTCH WHISKIES,65,4178,Auchentoshan American Oak,6,750,20.99,31.49
1012200,SCOTCH WHISKIES,65,4197,Auchentoshan 12YR,6,750,25.19,37.79
1012200,SCOTCH WHISKIES,65,4646,Bowmore Small Batch,6,750,20.99,31.49
1012200,SCOTCH WHISKIES,65,5433,Laphroaig Quarter Cask,6,750,30.44,45.66
1012200,SCOTCH WHISKIES,65,994200,Auchentoshan 18YR HA,6,750,68.23,102.35
1012200,SCOTCH WHISKIES,65,4190,Auchentoshan Three Wood,6,750,36.74,55.11
1012200,SCOTCH WHISKIES,65,994646,Bowmore Small Batch,6,750,20.99,31.49
1012200,SCOTCH WHISKIES,65,994644,Bowmore 18YR HA,6,750,68.23,102.35
1012200,SCOTCH WHISKIES,65,905447,Laphroaig 25YR Cask Strength HA,6,750,262.46,393.69
1012200,SCOTCH WHISKIES,65,5433,Laphroaig Quarter Cask,6,750,29.39,44.09
1011100,BLENDED WHISKIES,65,24458,Kessler Blend Whiskey,6,1750,11.02,16.53
1011100,BLENDED WHISKIES,65,24453,Kessler Blend Whiskey,48,200,1.77,2.66
1011100,BLENDED WHISKIES,65,22783,Beam's 8 Star Bl Whiskey,48,200,1.31,1.97
1011100,BLENDED WHISKIES,65,24454,Kessler Blend Whiskey,24,375,3.15,4.73
1011100,BLENDED WHISKIES,65,22788,Beam's 8 Star Bl Whiskey,6,1750,7.61,11.42
1011100,BLENDED WHISKIES,65,24453,Kessler Blend Whiskey,48,200,1.83,2.75
1011100,BLENDED WHISKIES,65,24457,Kessler Blend Whiskey,12,1000,7.08,10.62
1011100,BLENDED WHISKIES,65,22784,Beam's 8 Star Bl Whiskey,24,375,2.09,3.14
1011100,BLENDED WHISKIES,65,24454,Kessler Blend Whiskey,24,375,3.1,4.65
1011100,BLENDED WHISKIES,65,22784,Beam's 8 Star Bl Whiskey,24,375,1.9,2.85
1011100,BLENDED WHISKIES,65,22788,Beam's 8 Star Bl Whiskey,6,1750,7.87,11.81
1011100,BLENDED WHISKIES,65,27723,Jim Beam Honey,48,100,1.05,1.58
1011100,BLENDED WHISKIES,65,27724,Jim Beam Kentucky Fire,48,100,1.05,1.58
1011100,BLENDED WHISKIES,65,22783,Beam's 8 Star Bl Whiskey,48,200,1.17,1.76
1011100,BLENDED WHISKIES,65,24456,Kessler Blend Whiskey,12,750,5.51,8.27
1011100,BLENDED WHISKIES,65,24458,Kessler Blend Whiskey,6,1750,10.02,15.53
1011100,BLENDED WHISKIES,65,22787,Beam's 8 Star Bl Whiskey,12,1000,4.46,6.69
1011100,BLENDED WHISKIES,65,25877,Sunny Brook Blend Whiskey,12,1000,4.46,6.69
1011100,BLENDED WHISKIES,65,22786,Beam's 8 Star Bl Whiskey,12,750,3.67,5.51
1011100,BLENDED WHISKIES,65,24466,Kessler Blend Whiskey Traveler,12,750,5.51,8.27
1011100,BLENDED WHISKIES,65,22786,Beam's 8 Star Bl Whiskey,12,750,3.93,5.9
1011100,BLENDED WHISKIES,65,27682,Jim Beam Kentucky Fire,12,750,10.49,15.74
1011100,BLENDED WHISKIES,65,25876,Sunny Brook Blend Whiskey,12,750,3.67,5.51
1011100,BLENDED WHISKIES,65,25878,Sunny Brook Blend Whiskey,6,1750,7.87,11.81
1011100,BLENDED WHISKIES,65,22788,Beam's 8 Star Bl Whiskey,6,1750,7.43,11.15
1011100,BLENDED WHISKIES,65,27680,Jim Beam Kentucky Fire Mini,12,500,4.7,7.05
1011100,BLENDED WHISKIES,65,27680,Jim Beam Kentucky Fire Mini,12,500,5.4,8.1
1011100,BLENDED WHISKIES,65,922472,Kessler Light,12,1000,7.08,10.62
1011100,BLENDED WHISKIES,65,24451,Kessler Blend Whiskey Mini,12,500,5.23,7.85
1011100,BLENDED WHISKIES,65,915980,Hibiki Harmony HA,6,750,34.11,51.17
1011100,BLENDED WHISKIES,65,915980,Hibiki Harmony HA,6,750,34.12,51.18
